cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all
MJN,MJN Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,238,Stage 2,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-236,Stage 0,,,0.14,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-103,Stage 0,,,0.71,0.02
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,18,Stage 1,,,0.07,0.0
Nestle,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,-197,Stage 0,0.5,0.0,0.11,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,53,Stage 1,,,0.38,0.14
MJN,MJN Stage1,MJN,Elementary School,Nova Scotia,Self Enrolled,-76,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,-43,Stage 0,,,0.35,0.15
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-40,Stage 0,,,0.27,0.1
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-3,Stage 0,,,0.08,0.0
Abbott,Abbott Solutions,Others,Elementary School,Ontario,Self Enrolled,8,Stage 1,,,0.06,0.02
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,36,Stage 1,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,35,Stage 1,,,0.14,0.0
Nestle,Kirkland Stage 1,Others,Others,Saskatchewan,Self Enrolled,145,Stage 1,0.0,0.0,0.26,0.07
MJN,Abbott Solutions,Others,High School,Saskatchewan,Self Enrolled,-75,Stage 0,,,0.42,0.11
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-32,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,-2,Stage 0,,,0.54,0.14
MJN,MJN Stage1,MJN,Others,Ontario,Self Enrolled,-14,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-181,Stage 0,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-98,Stage 0,0.0,0.0,0.31,0.15
Abbott,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,19,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,CoReg,13,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-39,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,212,Stage 2,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-160,Stage 0,0.0,0.0,0.12,0.0
MJN,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,35,Stage 1,,,0.29,0.1
MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,-146,Stage 0,0.25,0.0,0.46,0.21
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-45,Stage 0,0.0,0.0,0.22,0.0
Abbott,Abbott Stage1,MJN,High School,Nova Scotia,Self Enrolled,37,Stage 1,,,0.3,0.0
Abbott,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,-22,Stage 0,,,0.16,0.02
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-192,Stage 0,0.0,0.0,0.13,0.09
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-102,Stage 0,,,0.11,0.04
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,24,Stage 1,0.0,0.0,0.07,0.01
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-40,Stage 0,,,0.07,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-128,Stage 0,0.0,0.0,0.32,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-29,Stage 0,,,0.07,0.03
Nestle,Nestle Stage 1,MJN,High School,Quebec,Self Enrolled,-225,Stage 0,,,0.1,0.0
Nestle,Kirkland Stage 1,Others,High School,Quebec,Self Enrolled,31,Stage 1,,,0.0,0.0
Abbott,MJN Stage1,Others,High School,Ontario,Self Enrolled,69,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Alberta,CoReg,-154,Stage 0,0.0,0.0,0.03,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,45,Stage 1,,,0.24,0.04
Abbott,MJN Stage1,Others,High School,Ontario,Self Enrolled,8,Stage 1,0.0,0.0,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,16,Stage 1,0.0,0.0,0.72,0.11
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,8,Stage 1,0.0,0.0,0.05,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,CoReg,-96,Stage 0,,,0.27,0.0
MJN,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,-42,Stage 0,,,0.1,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-144,Stage 0,0.0,0.0,0.1,0.05
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-35,Stage 0,,,0.1,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Saskatchewan,Self Enrolled,-10,Stage 0,0.0,0.0,0.11,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-119,Stage 0,0.0,0.0,0.5,0.28
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-70,Stage 0,0.0,0.0,0.45,0.11
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,53,Stage 1,,,0.04,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-72,Stage 0,0.0,0.0,0.02,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-35,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Others,Ontario,Self Enrolled,-99,Stage 0,0.0,0.0,0.1,0.01
Abbott,Abbott Solutions,MJN,Elementary School,Ontario,Self Enrolled,3,Stage 1,,,0.06,0.0
MJN,MJN Solutions,Others,High School,Others,Self Enrolled,-303,Stage 0,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,6,Stage 1,,,0.25,0.11
Nestle,Nestle Solutions,MJN,Elementary School,Quebec,Self Enrolled,15,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-144,Stage 0,,,0.55,0.0
MJN,MJN Stage1,Others,Elementary School,Alberta,Self Enrolled,13,Stage 1,,,0.24,0.1
MJN,MJN Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,-248,Stage 0,0.0,0.0,0.2,0.05
MJN,MJN Solutions,MJN,High School,Newfoundland & Labrador,Self Enrolled,12,Stage 1,,,0.02,0.0
MJN,MJN Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-154,Stage 0,0.4,0.4,0.38,0.21
MJN,,Others,Others,Quebec,Self Enrolled,64,Stage 1,,,0.54,0.08
Nestle,Nestle Solutions,MJN,High School,Quebec,CoReg,30,Stage 1,,,0.13,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,CoReg,40,Stage 1,,,0.23,0.08
Nestle,Abbott Solutions,MJN,High School,Ontario,CoReg,57,Stage 1,,,0.53,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-12,Stage 0,1.0,0.5,0.37,0.06
MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,19,Stage 1,,,0.25,0.08
MJN,Abbott Stage1,MJN,High School,Saskatchewan,Self Enrolled,-235,Stage 0,0.0,0.0,0.2,0.03
Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,6,Stage 1,0.0,0.0,0.09,0.06
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,17,Stage 1,,,0.12,0.0
Abbott,MJN Stage1,Others,High School,Quebec,Self Enrolled,-83,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,36,Stage 1,,,0.63,0.09
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-620,Stage 0,0.0,0.0,0.13,0.0
Abbott,Abbott Stage1,MJN,Others,Quebec,Self Enrolled,-167,Stage 0,0.0,0.0,0.15,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-4,Stage 0,,,0.27,0.13
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,CoReg,2,Stage 1,,,0.32,0.05
MJN,MJN Solutions,MJN,High School,British Columbia,Self Enrolled,-162,Stage 0,0.5,0.0,0.46,0.2
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-60,Stage 0,,,0.21,0.02
Abbott,Abbott Specialty,MJN,Elementary School,Quebec,Self Enrolled,-128,Stage 0,0.5,0.5,0.46,0.2
Nestle,MJN Stage1,Others,Elementary School,Ontario,CoReg,-141,Stage 0,1.0,0.5,0.45,0.06
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-86,Stage 0,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,CoReg,-167,Stage 0,0.0,0.0,0.03,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-610,Stage 0,0.0,0.0,0.51,0.24
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-188,Stage 0,0.0,0.0,0.13,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-196,Stage 0,0.0,0.0,0.17,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-233,Stage 0,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Nova Scotia,Self Enrolled,-65,Stage 0,0.0,0.0,0.17,0.0
Abbott,MJN Stage2,MJN,High School,British Columbia,Self Enrolled,202,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-100,Stage 0,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-187,Stage 0,0.67,0.0,0.3,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,1,Stage 1,,,0.18,0.0
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,116,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-116,Stage 0,0.0,0.0,0.69,0.14
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-95,Stage 0,0.0,0.0,0.08,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-59,Stage 0,,,0.19,0.0
MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,130,Stage 1,,,0.0,0.0
Others,Abbott Stage2,MJN,Elementary School,Ontario,Self Enrolled,-34,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-80,Stage 0,,,0.26,0.0
Nestle,Nestle Stage 2,MJN,Elementary School,Ontario,Self Enrolled,52,Stage 1,0.5,0.0,0.49,0.03
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,19,Stage 1,,,0.08,0.0
Others,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-156,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,-17,Stage 0,,,,
Nestle,Nestle Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,-188,Stage 0,0.0,0.0,0.05,0.05
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-2,Stage 0,,,0.25,0.04
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-44,Stage 0,,,0.0,0.0
MJN,MJN Solutions,Others,High School,Quebec,Self Enrolled,147,Stage 1,,,0.39,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,-79,Stage 0,,,0.18,0.0
MJN,MJN Stage1,MJN,High School,Nova Scotia,Self Enrolled,3,Stage 1,,,0.4,0.1
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-112,Stage 0,,,0.2,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,134,Stage 1,,,0.12,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-54,Stage 0,0.0,0.0,0.05,0.0
Abbott,Abbott Specialty,MJN,Elementary School,Ontario,Self Enrolled,4,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-28,Stage 0,,,0.93,0.33
Nestle,Abbott Stage2,Others,Elementary School,Ontario,Self Enrolled,-84,Stage 0,0.0,0.0,0.39,0.13
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-27,Stage 0,,,0.07,0.07
MJN,MJN Solutions,Others,Elementary School,Ontario,Self Enrolled,15,Stage 1,,,0.03,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,40,Stage 1,0.0,0.0,0.09,0.03
Nestle,Nestle Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,-69,Stage 0,0.0,0.0,0.02,0.0
MJN,MJN Stage1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,63,Stage 1,,,0.08,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-26,Stage 0,,,0.17,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-64,Stage 0,0.0,0.0,0.01,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,197,Stage 2,,,0.06,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,188,Stage 2,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,51,Stage 1,,,0.08,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,121,Stage 1,,,0.08,0.02
MJN,Abbott Stage2,MJN,High School,Ontario,Self Enrolled,19,Stage 1,0.0,0.0,0.29,0.12
Abbott,MJN Stage2,Others,High School,Quebec,Self Enrolled,-59,Stage 0,,,0.18,0.06
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-71,Stage 0,0.0,0.0,0.34,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,113,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,69,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,30,Stage 1,,,0.06,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-32,Stage 0,0.5,0.5,0.22,0.14
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,46,Stage 1,,,0.1,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,2,Stage 1,0.0,0.0,0.0,0.0
Nestle,Abbott Stage2,MJN,High School,Alberta,Self Enrolled,158,Stage 1,,,0.0,0.0
Abbott,Abbott Solutions,MJN,Elementary School,Alberta,Self Enrolled,15,Stage 1,0.0,0.0,0.31,0.09
Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,Self Enrolled,294,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-150,Stage 0,1.0,1.0,0.42,0.29
Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-61,Stage 0,,,0.46,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,109,Stage 1,0.0,0.0,0.02,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,177,Stage 1,,,0.33,0.08
MJN,Abbott Solutions,MJN,Elementary School,Ontario,CoReg,-151,Stage 0,0.0,0.0,0.18,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,CoReg,-161,Stage 0,0.5,0.5,0.31,0.09
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-66,Stage 0,,,0.26,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,-150,Stage 0,0.0,0.0,0.05,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,126,Stage 1,,,0.06,0.04
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-95,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,5,Stage 1,,,0.06,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,68,Stage 1,,,0.36,0.12
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-31,Stage 0,,,0.17,0.04
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,233,Stage 2,,,0.19,0.13
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,-16,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,55,Stage 1,,,0.0,0.0
MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,46,Stage 1,,,0.1,0.03
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,CoReg,-181,Stage 0,0.0,0.0,0.0,0.0
Nestle,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-152,Stage 0,,,0.75,0.33
MJN,Abbott Stage1,Others,High School,Ontario,CoReg,-54,Stage 0,,,0.86,0.24
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,35,Stage 1,,,0.03,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Saskatchewan,CoReg,205,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Quebec,Self Enrolled,-224,Stage 0,0.5,0.0,0.17,0.02
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-97,Stage 0,,,0.08,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-189,Stage 0,0.0,0.0,0.03,0.03
Nestle,Nestle Solutions,Others,High School,Ontario,Self Enrolled,69,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-68,Stage 0,0.0,0.0,0.09,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,69,Stage 1,,,0.11,0.03
Abbott,MJN Solutions,MJN,High School,Alberta,Self Enrolled,90,Stage 1,0.0,0.0,0.06,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,77,Stage 1,,,0.0,0.0
MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,129,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Nova Scotia,Self Enrolled,19,Stage 1,,,0.08,0.02
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,-39,Stage 0,,,0.13,0.07
MJN,MJN Stage1,MJN,High School,Nova Scotia,Self Enrolled,-32,Stage 0,0.5,0.0,0.45,0.02
Nestle,MJN Stage2,MJN,High School,Ontario,Self Enrolled,5,Stage 1,0.4,0.4,0.44,0.09
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,47,Stage 1,,,0.33,0.18
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-12,Stage 0,0.0,0.0,0.38,0.02
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-78,Stage 0,,,0.04,0.0
Nestle,MJN Stage2,MJN,High School,Alberta,Self Enrolled,-46,Stage 0,,,0.73,0.12
Nestle,Nestle Solutions,Others,Elementary School,Ontario,CoReg,-115,Stage 0,0.0,0.0,0.0,0.0
Others,Abbott Stage1,MJN,High School,Ontario,CoReg,-133,Stage 0,0.0,0.0,0.16,0.03
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,7,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Quebec,Self Enrolled,-44,Stage 0,,,0.04,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Nova Scotia,Self Enrolled,19,Stage 1,0.0,0.0,0.05,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-49,Stage 0,0.0,0.0,0.55,0.29
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,289,Stage 2,,,0.23,0.23
Abbott,Abbott Solutions,Others,Elementary School,Quebec,CoReg,39,Stage 1,,,0.17,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-40,Stage 0,0.0,0.0,0.07,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,17,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,0,Stage 1,,,0.0,0.0
Nestle,Nestle Solutions,Others,High School,Quebec,Self Enrolled,-242,Stage 0,0.0,0.0,0.16,0.02
Nestle,Nestle Stage 1,MJN,Others,Ontario,CoReg,66,Stage 1,,,0.13,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,269,Stage 2,1.0,0.5,0.62,0.18
MJN,MJN Stage2,Others,High School,Ontario,Self Enrolled,191,Stage 2,,,0.55,0.08
Nestle,Nestle Stage 1,MJN,High School,Alberta,CoReg,21,Stage 1,,,0.14,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-191,Stage 0,,,0.02,0.02
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,69,Stage 1,,,0.44,0.06
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,43,Stage 1,,,0.12,0.01
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-220,Stage 0,,,0.05,0.0
Nestle,Nestle Stage 1,MJN,Others,Alberta,Self Enrolled,-219,Stage 0,0.0,0.0,0.47,0.26
MJN,MJN Solutions,MJN,Elementary School,Quebec,Self Enrolled,-202,Stage 0,,,0.03,0.0
MJN,MJN Solutions,MJN,High School,Manitoba,Self Enrolled,100,Stage 1,,,0.03,0.02
Parent's Choice,Parent's Choice Stage 1,Others,High School,Ontario,Self Enrolled,-54,Stage 0,0.0,0.0,0.17,0.0
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,70,Stage 1,,,0.1,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,CoReg,-48,Stage 0,0.0,0.0,0.14,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,131,Stage 1,,,0.71,0.28
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-83,Stage 0,0.0,0.0,0.01,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,212,Stage 2,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-218,Stage 0,0.0,0.0,0.0,0.0
Nestle,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-102,Stage 0,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,-115,Stage 0,0.0,0.0,0.15,0.06
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,12,Stage 1,,,0.47,0.13
MJN,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,136,Stage 1,,,0.68,0.05
Abbott,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,58,Stage 1,,,0.07,0.05
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-77,Stage 0,0.4,0.0,0.44,0.11
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-2,Stage 0,,,0.04,0.0
MJN,,MJN,High School,Ontario,Self Enrolled,154,Stage 1,,,0.25,0.05
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,36,Stage 1,,,0.46,0.04
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-197,Stage 0,0.0,0.0,0.1,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,65,Stage 1,,,,
MJN,MJN Solutions,MJN,High School,British Columbia,Self Enrolled,-883,Stage 0,0.0,0.0,0.06,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-239,Stage 0,,,0.29,0.01
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-235,Stage 0,,,0.53,0.12
Abbott,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,122,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,37,Stage 1,,,0.09,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-233,Stage 0,1.0,1.0,0.45,0.28
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-70,Stage 0,0.0,0.0,0.14,0.02
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,219,Stage 2,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,-123,Stage 0,0.0,0.0,0.06,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,-92,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Others,Alberta,Self Enrolled,-163,Stage 0,,,0.08,0.08
Abbott,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,18,Stage 1,0.0,0.0,0.2,0.0
Nestle,MJN Solutions,Others,High School,Quebec,CoReg,-69,Stage 0,,,0.21,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,CoReg,-120,Stage 0,,,0.18,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-41,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,3,Stage 1,,,0.59,0.25
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,77,Stage 1,,,0.03,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,36,Stage 1,0.0,0.0,0.26,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Alberta,CoReg,-71,Stage 0,0.0,0.0,0.22,0.05
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,340,Stage 2,,,0.3,0.1
MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,27,Stage 1,,,0.12,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,225,Stage 2,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,277,Stage 2,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-251,Stage 0,0.5,0.0,0.29,0.03
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,318,Stage 2,,,0.02,0.0
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,2,Stage 1,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,-66,Stage 0,0.0,0.0,0.09,0.0
Nestle,Abbott Stage2,MJN,High School,Ontario,Self Enrolled,-61,Stage 0,0.5,0.0,0.49,0.01
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,182,Stage 1,,,0.05,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-62,Stage 0,0.0,0.0,0.25,0.01
Nestle,Nestle Stage 1,MJN,High School,Nova Scotia,Self Enrolled,-38,Stage 0,0.0,0.0,0.71,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,CoReg,96,Stage 1,,,0.0,0.0
